run_id,condition,success,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,group,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,task,question_order,view_history,correct_response,accuracy,screen_id,block,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version
4,1,"""",image-keyboard-response,20,335960,0.0-6.0-2.0-1.0,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",2684,img/flower_right.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",html-keyboard-response,21,336963,0.0-6.0-2.0-2.0,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,22,337728,0.0-6.0-2.0-0.1,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,23,339844,0.0-6.0-2.0-1.1,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",2112.0999999046326,img/heart_right.png,j,practice,"""","""",j,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",html-keyboard-response,24,340852,0.0-6.0-2.0-2.1,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,25,342112,0.0-6.0-2.0-0.2,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,26,344988,0.0-6.0-2.0-1.2,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",2873.2000002861023,img/flower_right.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",html-keyboard-response,27,345998,0.0-6.0-2.0-2.2,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,28,346756,0.0-6.0-2.0-0.3,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
4,1,"""",image-keyboard-response,29,349376,0.0-6.0-2.0-1.3,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,6121397b03ca9997c36260fb,61959741cbff6ce92d351fcf,619597ac3511476c5ef595cb,HARD,"""","""","""","""",2615.699999809265,img/heart_left.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:01:46,105.12.3.25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",WebKit,Chrome,95.0.4638.69,Windows,10.0,dea0c026f67335fbc761b19bc27fdecd
