run_id,condition,success,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,group,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,task,question_order,view_history,correct_response,accuracy,screen_id,block,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,correct
36,1,true,fullscreen,0,7130,0.0-0.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""","""","""","""","""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,true,preload,1,12341,0.0-1.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,false,[],[],[],"""","""","""","""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-button-response,2,15796,0.0-2.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",3453.400000035763,<p>Welcome! Thank you so much for participating in this study. Press START to begin.</p><br>,0,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-button-response,3,26765,0.0-3.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",10968,"<p>First, you will review a series of hypothetical scenarios each related to finances</p><br><p>Please think about each scenario carefully for approximately <strong>one minute</strong>.</p><br><p>Please reflect and process the scenario as if it were actually happening. Questions will be there to help guide your thinking.</p><p>When you are ready to begin, please press REVIEW to begin the study.",0,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,4,29534,0.0-4.0-0.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,5,59536,0.0-4.0-1.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,scarcity/easy/scenario1.png,null,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",survey-multi-choice,6,76900,0.0-4.0-2.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",17360.100000023842,"""","{""Q0"":""Yes"",""Q1"":""No""}","""","[0,1]","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,7,78903,0.0-4.0-0.1,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,8,108906,0.0-4.0-1.1,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,scarcity/easy/scenario4.png,null,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",survey-multi-choice,9,115186,0.0-4.0-2.1,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",6278.600000023842,"""","{""Q0"":""Yes"",""Q1"":""Yes""}","""","[0,1]","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
