run_id,condition,success,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,group,timeout,failed_images,failed_audio,failed_video,rt,stimulus,response,task,question_order,view_history,correct_response,accuracy,screen_id,block,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,correct
36,1,"""",image-keyboard-response,10,117189,0.0-4.0-0.2,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,11,147192,0.0-4.0-1.2,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,scarcity/easy/scenario3.png,null,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",survey-multi-choice,12,154151,0.0-4.0-2.2,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",6957,"""","{""Q0"":""Yes"",""Q1"":""No""}","""","[0,1]","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,13,155902,0.0-4.0-0.3,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,14,185904,0.0-4.0-1.3,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,scarcity/easy/scenario2.png,null,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",survey-multi-choice,15,190107,0.0-4.0-2.3,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",4201,"""","{""Q0"":""Yes"",""Q1"":""No""}","""","[0,1]","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-button-response,16,196860,0.0-5.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",6751.300000011921,"<p>You have finished reviewing each scenario!</p><p>We will now begin the cognitive experiment.<p><p>When you are ready to begin the cognitive game, please press START.</p>",0,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",instructions,17,258677,0.0-6.0-0.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",60063.69999998808,"""","""","""","""","[{""page_index"":0,""viewing_time"":20753.799999952316},{""page_index"":1,""viewing_time"":9249.200000047684},{""page_index"":2,""viewing_time"":7849.199999988079},{""page_index"":3,""viewing_time"":1224.0999999642372},{""page_index"":4,""viewing_time"":8985.400000035763},{""page_index"":5,""viewing_time"":10145.599999964237},{""page_index"":6,""viewing_time"":1855.800000011921}]","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-button-response,18,276184,0.0-6.0-1.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",17505,begin_practice.png,0,"""","""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,19,279688,0.0-6.0-2.0-0.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,20,280480,0.0-6.0-2.0-1.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",791,img/heart_left.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-keyboard-response,21,281486,0.0-6.0-2.0-2.0,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,22,282988,0.0-6.0-2.0-0.1,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,23,283473,0.0-6.0-2.0-1.1,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",482.4000000357628,img/heart_right.png,j,practice,"""","""",j,1,"""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-keyboard-response,24,284475,0.0-6.0-2.0-2.1,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,25,284728,0.0-6.0-2.0-0.2,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,26,285313,0.0-6.0-2.0-1.2,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",584,img/flower_right.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-keyboard-response,27,286315,0.0-6.0-2.0-2.2,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,28,287317,0.0-6.0-2.0-0.3,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,29,288226,0.0-6.0-2.0-1.3,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",907.6000000238419,img/flower_left.png,j,practice,"""","""",j,1,"""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-keyboard-response,30,289227,0.0-6.0-2.0-2.3,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,31,290481,0.0-6.0-2.0-0.4,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,32,291074,0.0-6.0-2.0-1.4,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",590.9000000357628,img/heart_left.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-keyboard-response,33,292076,0.0-6.0-2.0-2.4,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,34,293078,0.0-6.0-2.0-0.5,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,35,293890,0.0-6.0-2.0-1.5,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",810.3000000119209,img/flower_right.png,f,practice,"""","""",f,1,"""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",html-keyboard-response,36,294891,0.0-6.0-2.0-2.5,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,CORRECT!,null,"""","""","""","""","""",feedback,"""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
36,1,"""",image-keyboard-response,37,296646,0.0-6.0-2.0-0.6,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,61562615e886d11f2ea18ff1,6195a02e1d2e6fc9ed9c4f34,6195a170976d1e2ac343fd46,EASY,"""","""","""","""",null,img/fixation.png,null,fixation,"""","""","""","""","""","""",2021-11-18 00:42:29,186.35.53.166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.81 Safari/537.36 OPR/80.0.4170.91",WebKit,Opera,80.0.4170.91,Windows,10.0,16bd09c346ed3fd7ed45c3bb10d71816
